blue_bans,red_bans,blue_picks,red_picks,patch,blue_side,red_side,winner,loser
Xin Zhao,Ashe,KSante,Gwen,14.1,,,,
Rumble,Senna,Maokai,Vi,14.1,,,,
Corki,Azir,Tristana,Orianna,14.1,,,,
Jhin,Akali,Varus,Kalista,14.1,,,,
Milio,Poppy,Heimerdinger,Neeko,14.1,,,,
,,,,,Rogue,Fnatic,red_side,blue_side
Ashe,Rumble,Kennen,Renekton,14.1,,,,
Azir,LeBlanc,Rell,Vi,14.1,,,,
Senna,Poppy,Corki,Neeko,14.1,,,,
Malphite,Sejuani,Kalista,Varus,14.1,,,,
Sion,KSante,Renata Glasc,Blitzcrank,14.1,,,,
,,,,,MAD Lions KOI,Team BDS,red_side,blue_side
Neeko,Varus,KSante,Aatrox,14.1,,,,
Draven,Rumble,Vi,Xin Zhao,14.1,,,,
Poppy,Kalista,Azir,Akali,14.1,,,,
Corki,Xayah,Kaisa,Seraphine,14.1,,,,
Yone,Ashe,Rakan,Senna,14.1,,,,
,,,,,Karmine Corp,GIANTX,red_side,blue_side
Poppy,Neeko,Olaf,Udyr,14.1,,,,
Lucian,Rumble,Vi,Xin Zhao,14.1,,,,
Corki,Darius,Azir,Orianna,14.1,,,,
Gwen,Heimerdinger,Ashe,Varus,14.1,,,,
Jax,Sion,Blitzcrank,Rell,14.1,,,,
,,,,,Team BDS,Fnatic,blue_side,red_side
Nocturne,Draven,KSante,Gwen,14.1,,,,
Lucian,Kalista,Vi,Viego,14.1,,,,
Rumble,Udyr,Azir,Neeko,14.1,,,,
Xin Zhao,Blitzcrank,Varus,Ashe,14.1,,,,
Nilah,Heimerdinger,Zyra,Renata Glasc,14.1,,,,
,,,,,G2 Esports,MAD Lions KOI,blue_side,red_side
Jax,Akali,Udyr,Rumble,14.1,,,,
Milio,Varus,Xin Zhao,Nocturne,14.1,,,,
Kalista,KSante,Corki,Gragas,14.1,,,,
Blitzcrank,Tristana,Seraphine,Aphelios,14.1,,,,
Neeko,Azir,Senna,Rakan,14.1,,,,
,,,,,Team Heretics,SK Gaming,blue_side,red_side
Ashe,Rumble,KSante,Udyr,14.1,,,,
Orianna,Corki,Rell,Vi,14.1,,,,
Poppy,Milio,Akali,Azir,14.1,,,,
Kalista,Xin Zhao,Varus,Sivir,14.1,,,,
Senna,Nocturne,Renata Glasc,Rakan,14.1,,,,
,,,,,Team Vitality,Rogue,blue_side,red_side
Ashe,Rumble,Jax,Renekton,14.1,,,,
Poppy,Nocturne,Rell,Sejuani,14.1,,,,
Milio,LeBlanc,Neeko,Azir,14.1,,,,
KSante,Akali,Draven,Kalista,14.1,,,,
Vi,Xin Zhao,Renata Glasc,Blitzcrank,14.1,,,,
,,,,,SK Gaming,Fnatic,blue_side,red_side
Nocturne,Lucian,Jax,Akali,14.1,,,,
Rumble,Kalista,Xin Zhao,Sejuani,14.1,,,,
LeBlanc,Varus,Azir,Neeko,14.1,,,,
Gwen,Heimerdinger,Caitlyn,Aphelios,14.1,,,,
Blitzcrank,Milio,Ashe,Renata Glasc,14.1,,,,
,,,,,Karmine Corp,MAD Lions KOI,red_side,blue_side
Neeko,Nocturne,Gnar,Aatrox,14.1,,,,
Kalista,LeBlanc,Xin Zhao,Sejuani,14.1,,,,
Poppy,Rumble,Akali,Azir,14.1,,,,
Jax,Renata Glasc,Varus,Ashe,14.1,,,,
Renekton,KSante,Bard,Rakan,14.1,,,,
,,,,,Team Heretics,GIANTX,blue_side,red_side
Renata Glasc,Kalista,Jax,KSante,14.1,,,,
Nocturne,Rumble,Trundle,Xin Zhao,14.1,,,,
Tristana,LeBlanc,Neeko,Azir,14.1,,,,
Heimerdinger,Milio,Aphelios,Varus,14.1,,,,
Kennen,Nautilus,Rell,Rakan,14.1,,,,
,,,,,G2 Esports,Rogue,red_side,blue_side
Darius,LeBlanc,Rumble,Sion,14.1,,,,
Ashe,Jax,Jarvan IV,Xin Zhao,14.1,,,,
Poppy,Kalista,Orianna,Azir,14.1,,,,
Lucian,Vi,Varus,Jhin,14.1,,,,
Caitlyn,Nocturne,Rakan,Karma,14.1,,,,
,,,,,Team Vitality,Team BDS,red_side,blue_side
Milio,Caitlyn,Aatrox,KSante,14.1,,,,
Rumble,LeBlanc,Maokai,Xin Zhao,14.1,,,,
Gragas,Renata Glasc,Azir,Akali,14.1,,,,
Heimerdinger,Gwen,Kalista,Varus,14.1,,,,
Nautilus,Jax,Rell,Bard,14.1,,,,
,,,,,Rogue,Team Heretics,red_side,blue_side
Nocturne,Rumble,KSante,Jax,14.1,,,,
LeBlanc,Kalista,Poppy,Xin Zhao,14.1,,,,
Ashe,Caitlyn,Azir,Xerath,14.1,,,,
Orianna,Vi,Varus,Lucian,14.1,,,,
Gragas,Jarvan IV,Renata Glasc,Nami,14.1,,,,
,,,,,Fnatic,Team Vitality,blue_side,red_side
Renata Glasc,Draven,Kennen,Malphite,14.1,,,,
Ashe,Kalista,Viego,Vi,14.1,,,,
Nocturne,Rumble,LeBlanc,Neeko,14.1,,,,
Jayce,Poppy,Aphelios,Lucian,14.1,,,,
Jax,Belveth,Nautilus,Milio,14.1,,,,
,,,,,G2 Esports,Karmine Corp,blue_side,red_side
Jax,Rumble,Poppy,Renekton,14.1,,,,
Nocturne,LeBlanc,Xin Zhao,Rell,14.1,,,,
Maokai,Ashe,Gragas,Akali,14.1,,,,
Aatrox,Gwen,Lucian,Kalista,14.1,,,,
Azir,Neeko,Milio,Renata Glasc,14.1,,,,
,,,,,MAD Lions KOI,SK Gaming,red_side,blue_side
Nocturne,Draven,KSante,Garen,14.1,,,,
Vi,LeBlanc,Lee Sin,Graves,14.1,,,,
Poppy,Rumble,Neeko,Orianna,14.1,,,,
Olaf,Blitzcrank,Kalista,Varus,14.1,,,,
Darius,Nautilus,Rell,Ashe,14.1,,,,
,,,,,GIANTX,Team BDS,red_side,blue_side
Neeko,Ashe,Gwen,Gragas,14.1,,,,
Tristana,Caitlyn,Xin Zhao,Vi,14.1,,,,
Milio,Kalista,LeBlanc,Ryze,14.1,,,,
Poppy,Nautilus,Aphelios,Lucian,14.1,,,,
Jax,Rumble,Renata Glasc,Nami,14.1,,,,
,,,,,MAD Lions KOI,Team Heretics,blue_side,red_side
Ashe,LeBlanc,Jax,Aatrox,14.1,,,,
Lucian,Nocturne,Rell,Xin Zhao,14.1,,,,
Poppy,Rumble,Azir,Neeko,14.1,,,,
KSante,Akali,Kalista,Draven,14.1,,,,
Renekton,Orianna,Renata Glasc,Blitzcrank,14.1,,,,
,,,,,Team Vitality,GIANTX,red_side,blue_side
Varus,Rumble,Gragas,KSante,14.1,,,,
Poppy,Nocturne,Jax,Xin Zhao,14.1,,,,
Ashe,Kalista,Azir,Akali,14.1,,,,
Vi,Graves,Lucian,Aphelios,14.1,,,,
Aatrox,Lee Sin,Nami,Milio,14.1,,,,
,,,,,Karmine Corp,Fnatic,red_side,blue_side
Jax,LeBlanc,Aatrox,Gwen,14.1,,,,
Nocturne,Rumble,Lee Sin,Xin Zhao,14.1,,,,
Kalista,Caitlyn,Orianna,Azir,14.1,,,,
Jayce,Renata Glasc,Varus,Jhin,14.1,,,,
Renekton,Rell,Rakan,Bard,14.1,,,,
,,,,,Rogue,SK Gaming,red_side,blue_side
Draven,Caitlyn,Renekton,Gwen,14.1,,,,
Belveth,Ashe,Nocturne,Vi,14.1,,,,
LeBlanc,Rumble,Akali,Neeko,14.1,,,,
Jax,Blitzcrank,Kalista,Aphelios,14.1,,,,
Poppy,Bard,Pyke,Renata Glasc,14.1,,,,
,,,,,Team BDS,G2 Esports,red_side,blue_side
